Method,Configuration,Recall,Latency(us)
IVF-PQ(Serial),nlist=128,m=16,nprobe=4,0.297,92
IVF-PQ(Serial),nlist=128,m=16,nprobe=8,0.2395,122
IVF-PQ(Serial),nlist=128,m=16,nprobe=12,0.21,167
IVF-PQ(Serial),nlist=128,m=16,nprobe=16,0.194,212
IVF-PQ(Serial),nlist=128,m=16,nprobe=20,0.1815,246
IVF-PQ(Serial),nlist=128,m=16,nprobe=24,0.1695,317
IVF-PQ(Serial),nlist=128,m=16,nprobe=32,0.155,386
IVF-PQ(Serial),nlist=128,m=16,nprobe=64,0.126,705
IVF-PQ(Serial),nlist=128,m=16,nprobe=128,0.11,1450
IVF-PQ(Serial),nlist=128,m=32,nprobe=4,0.3265,187
IVF-PQ(Serial),nlist=128,m=32,nprobe=8,0.2635,307
IVF-PQ(Serial),nlist=128,m=32,nprobe=12,0.2445,445
IVF-PQ(Serial),nlist=128,m=32,nprobe=16,0.23,550
IVF-PQ(Serial),nlist=128,m=32,nprobe=20,0.2125,684
IVF-PQ(Serial),nlist=128,m=32,nprobe=24,0.2,797
IVF-PQ(Serial),nlist=128,m=32,nprobe=32,0.18,1041
IVF-PQ(Serial),nlist=128,m=32,nprobe=64,0.1465,2001
IVF-PQ(Serial),nlist=128,m=32,nprobe=128,0.1265,3742
IVF-PQ(Serial),nlist=128,m=48,nprobe=4,0.339,233
IVF-PQ(Serial),nlist=128,m=48,nprobe=8,0.2755,387
IVF-PQ(Serial),nlist=128,m=48,nprobe=12,0.251,620
IVF-PQ(Serial),nlist=128,m=48,nprobe=16,0.232,718
IVF-PQ(Serial),nlist=128,m=48,nprobe=20,0.2175,1014
IVF-PQ(Serial),nlist=128,m=48,nprobe=24,0.204,1148
IVF-PQ(Serial),nlist=128,m=48,nprobe=32,0.1895,1486
IVF-PQ(Serial),nlist=128,m=48,nprobe=64,0.1565,2705
IVF-PQ(Serial),nlist=128,m=48,nprobe=128,0.135,5744
IVF-PQ(Serial),nlist=128,m=8,nprobe=4,0.2125,46
IVF-PQ(Serial),nlist=128,m=8,nprobe=8,0.1635,69
IVF-PQ(Serial),nlist=128,m=8,nprobe=12,0.1485,100
IVF-PQ(Serial),nlist=128,m=8,nprobe=16,0.137,120
IVF-PQ(Serial),nlist=128,m=8,nprobe=20,0.127,158
IVF-PQ(Serial),nlist=128,m=8,nprobe=24,0.119,185
IVF-PQ(Serial),nlist=128,m=8,nprobe=32,0.1075,214
IVF-PQ(Serial),nlist=128,m=8,nprobe=64,0.0905,455
IVF-PQ(Serial),nlist=128,m=8,nprobe=128,0.0755,916
IVF-PQ(Serial),nlist=256,m=16,nprobe=4,0.311,54
IVF-PQ(Serial),nlist=256,m=16,nprobe=8,0.261,81
IVF-PQ(Serial),nlist=256,m=16,nprobe=12,0.228,104
IVF-PQ(Serial),nlist=256,m=16,nprobe=16,0.2065,121
IVF-PQ(Serial),nlist=256,m=16,nprobe=20,0.1905,164
IVF-PQ(Serial),nlist=256,m=16,nprobe=24,0.179,167
IVF-PQ(Serial),nlist=256,m=16,nprobe=32,0.1615,254
IVF-PQ(Serial),nlist=256,m=16,nprobe=64,0.13,445
IVF-PQ(Serial),nlist=256,m=16,nprobe=128,0.1025,695
IVF-PQ(Serial),nlist=256,m=32,nprobe=4,0.3345,115
IVF-PQ(Serial),nlist=256,m=32,nprobe=8,0.2845,187
IVF-PQ(Serial),nlist=256,m=32,nprobe=12,0.2505,251
IVF-PQ(Serial),nlist=256,m=32,nprobe=16,0.2305,315
IVF-PQ(Serial),nlist=256,m=32,nprobe=20,0.215,369
IVF-PQ(Serial),nlist=256,m=32,nprobe=24,0.2065,460
IVF-PQ(Serial),nlist=256,m=32,nprobe=32,0.1855,539
IVF-PQ(Serial),nlist=256,m=32,nprobe=64,0.144,1022
IVF-PQ(Serial),nlist=256,m=32,nprobe=128,0.1165,2057
IVF-PQ(Serial),nlist=256,m=48,nprobe=4,0.3455,141
IVF-PQ(Serial),nlist=256,m=48,nprobe=8,0.287,263
IVF-PQ(Serial),nlist=256,m=48,nprobe=12,0.256,601
IVF-PQ(Serial),nlist=256,m=48,nprobe=16,0.2275,420
IVF-PQ(Serial),nlist=256,m=48,nprobe=20,0.219,483
IVF-PQ(Serial),nlist=256,m=48,nprobe=24,0.2085,594
IVF-PQ(Serial),nlist=256,m=48,nprobe=32,0.191,782
