Method,Configuration,Recall,Latency(us)
IVF-PQ(Serial),nlist=128,m=16,nprobe=4,0.297,47
IVF-PQ(Serial),nlist=128,m=16,nprobe=8,0.2395,61
IVF-PQ(Serial),nlist=128,m=16,nprobe=12,0.21,92
IVF-PQ(Serial),nlist=128,m=16,nprobe=16,0.194,123
IVF-PQ(Serial),nlist=128,m=16,nprobe=20,0.1815,125
IVF-PQ(Serial),nlist=128,m=16,nprobe=24,0.1695,153
IVF-PQ(Serial),nlist=128,m=16,nprobe=32,0.155,204
IVF-PQ(Serial),nlist=128,m=16,nprobe=64,0.126,393
IVF-PQ(Serial),nlist=128,m=16,nprobe=128,0.11,855
IVF-PQ(Serial),nlist=128,m=32,nprobe=4,0.3265,68
IVF-PQ(Serial),nlist=128,m=32,nprobe=8,0.2635,110
IVF-PQ(Serial),nlist=128,m=32,nprobe=12,0.2445,201
IVF-PQ(Serial),nlist=128,m=32,nprobe=16,0.23,224
IVF-PQ(Serial),nlist=128,m=32,nprobe=20,0.2125,291
IVF-PQ(Serial),nlist=128,m=32,nprobe=24,0.2,303
IVF-PQ(Serial),nlist=128,m=32,nprobe=32,0.18,439
IVF-PQ(Serial),nlist=128,m=32,nprobe=64,0.1465,720
IVF-PQ(Serial),nlist=128,m=32,nprobe=128,0.1265,1610
IVF-PQ(Serial),nlist=128,m=48,nprobe=4,0.339,112
IVF-PQ(Serial),nlist=128,m=48,nprobe=8,0.2755,195
IVF-PQ(Serial),nlist=128,m=48,nprobe=12,0.251,220
IVF-PQ(Serial),nlist=128,m=48,nprobe=16,0.232,263
IVF-PQ(Serial),nlist=128,m=48,nprobe=20,0.2175,322
IVF-PQ(Serial),nlist=128,m=48,nprobe=24,0.204,511
IVF-PQ(Serial),nlist=128,m=48,nprobe=32,0.1895,574
IVF-PQ(Serial),nlist=128,m=48,nprobe=64,0.1565,1190
IVF-PQ(Serial),nlist=128,m=48,nprobe=128,0.135,2245
IVF-PQ(Serial),nlist=128,m=8,nprobe=4,0.2125,34
IVF-PQ(Serial),nlist=128,m=8,nprobe=8,0.1635,44
IVF-PQ(Serial),nlist=128,m=8,nprobe=12,0.1485,52
IVF-PQ(Serial),nlist=128,m=8,nprobe=16,0.137,126
IVF-PQ(Serial),nlist=128,m=8,nprobe=20,0.127,83
IVF-PQ(Serial),nlist=128,m=8,nprobe=24,0.119,101
IVF-PQ(Serial),nlist=128,m=8,nprobe=32,0.1075,111
IVF-PQ(Serial),nlist=128,m=8,nprobe=64,0.0905,279
IVF-PQ(Serial),nlist=128,m=8,nprobe=128,0.0755,477
IVF-PQ(Serial),nlist=256,m=16,nprobe=4,0.311,29
IVF-PQ(Serial),nlist=256,m=16,nprobe=8,0.261,47
IVF-PQ(Serial),nlist=256,m=16,nprobe=12,0.228,59
IVF-PQ(Serial),nlist=256,m=16,nprobe=16,0.2065,109
IVF-PQ(Serial),nlist=256,m=16,nprobe=20,0.1905,92
IVF-PQ(Serial),nlist=256,m=16,nprobe=24,0.179,109
IVF-PQ(Serial),nlist=256,m=16,nprobe=32,0.1615,163
IVF-PQ(Serial),nlist=256,m=16,nprobe=64,0.13,238
IVF-PQ(Serial),nlist=256,m=16,nprobe=128,0.1025,412
IVF-PQ(Serial),nlist=256,m=32,nprobe=4,0.3345,50
IVF-PQ(Serial),nlist=256,m=32,nprobe=8,0.2845,65
IVF-PQ(Serial),nlist=256,m=32,nprobe=12,0.2505,91
IVF-PQ(Serial),nlist=256,m=32,nprobe=16,0.2305,158
IVF-PQ(Serial),nlist=256,m=32,nprobe=20,0.215,126
IVF-PQ(Serial),nlist=256,m=32,nprobe=24,0.2065,154
IVF-PQ(Serial),nlist=256,m=32,nprobe=32,0.1855,208
